smiles,reorg_energy_eV
c1cnoc1,0.555705993000629
c1ncon1,0.762324458574767
c1nnco1,1.303674316116485
O=C1CC=CN1,0.589301050148606
O=C1CN=CN1,0.7721632568991481
O=C1CN=CO1,1.0869013183510106
N=C1C=CCO1,1.084137565399942
O=C1C=CCC1,0.16524056735306658
O=C1C=CCN1,0.4919799986437283
O=C1COCO1,0.6775157525571558
O=C1OCCO1,1.5367893100283254
c1ccnnc1,1.1160464954227791
c1cnnnc1,1.371726324266092
Cc1ccno1,0.5018124839225493
Cc1ccon1,0.5004480227444219
Cc1cnccn1,0.6913670893554809
Cc1cncnc1,0.9512223168967466
Cc1ccccn1,0.9486071653964245
Cc1ncccn1,0.9889259143346862
Cc1ccncn1,0.9268779381091008
Cc1ncncn1,1.1356344849355082
Nc1ccccc1,0.41300498118744144
Nc1cccnc1,0.40123977908115194
Nc1cnccn1,0.3633835529053613
Nc1cncnc1,0.3941198893226101
Nc1ccccn1,0.32501912664338306
Nc1ncccn1,0.4365813454496674
Nc1ccncn1,0.42346343748977233
Nc1ncncn1,1.117141454908051
Oc1ccccc1,0.376530685911348
Oc1ccncc1,0.9757696655105974
Oc1cccnc1,0.5992552248044376
Oc1cnccn1,0.7422884333809634
Oc1cncnc1,1.1217334601224138
Oc1ccccn1,0.36888558893770096
Oc1ncccn1,1.0684135673345736
Oc1ccncn1,1.0453136746673408
Oc1ncncn1,1.0218859390624857
Cc1ccoc1C,0.4068575179808249
Cc1ncoc1C,0.4846383359799802
Cc1occc1O,0.5191066613460862
Cc1ocnc1O,0.569758802999786
Nc1occc1O,1.794353501041769
Nc1ocnc1O,1.8875773866202508
Nc1ccoc1O,1.5871367384315818
Oc1cc[nH]c1O,0.8289960324564163
Oc1nc[nH]c1O,0.6541117452943581
Cc1cocc1C,0.3047358042513224
Oc1c[nH]cc1O,0.6822872985831054
Cn1cc[nH]c1=O,0.4595276297732198
Cn1ccoc1=O,0.5193992655204056
C#Cc1ccc[nH]1,0.27814795446101925
C#Cc1ccco1,0.27447210262653243
C#Cc1cnc[nH]1,0.3384335844311863
C#Cc1cnco1,0.3341885245517915
C#Cc1ncc[nH]1,0.37520715067512356
C#Cc1ncco1,0.386051927209337
N#Cc1ccc[nH]1,0.2663497449266288
N#Cc1ccco1,0.26744162952309125
N#Cc1cnc[nH]1,0.36132220779836643
N#Cc1cnco1,0.37019940970458265
N#Cc1ncc[nH]1,0.368505554539297
N#Cc1ncco1,0.3986146682091203
C#Cc1cc[nH]c1,0.31527203073255805
C#Cc1c[nH]cn1,0.34730229638262244
C#Cc1ccoc1,0.3017767823039321
C#Cc1cocn1,0.3769937967099395
N#Cc1cc[nH]c1,0.30375328226909915
N#Cc1c[nH]cn1,0.38008044012167375
N#Cc1ccoc1,0.2954022127614735
N#Cc1cocn1,0.4150849116813333
O=Cc1ccc[nH]1,0.3312398157231655
O=Cc1ccco1,0.3565251646887191
O=Cc1cnc[nH]1,0.4428192321356619
O=Cc1cnco1,0.5582478097821877
O=Cc1ncc[nH]1,0.43126080944966816
O=Cc1ncco1,0.4764970391479437
O=Cc1cc[nH]c1,0.514877248020639
O=Cc1c[nH]cn1,0.5530821882766759
O=Cc1ccoc1,0.5358048819198302
O=Cc1cocn1,0.3539209793852933
O=Cn1cccc1,0.5862363935466419
O=Cn1ccnc1,0.7523195890844363
CN=c1occo1,0.2925805811664759
CCc1ccco1,0.3936465742481232
CCc1cnco1,0.5927807894295256
CCc1ncco1,0.56077310924411
COc1ccco1,0.6988636937257979
COc1cnco1,0.795592053747896
COc1ncco1,0.7921942752036557
OCc1ccco1,0.742725584505024
OCc1cnco1,0.8498694068239274
OCc1ncco1,0.7710436438865145
CCc1ccoc1,0.44392545713708387
COc1ccoc1,0.7606991761349491
COc1cocn1,0.6450649075250112
OCc1ccoc1,0.7237546406740876
OCc1cocn1,0.8287964096325595
N=C1C=CC(=O)N1,1.3814601138001308
N=C1C=CC(=O)O1,1.6830292187041778
O=C1C=CC(=O)C1,0.3200308146133466
O=C1C=CC(=O)N1,0.13303100579832972
N=C1CC(=O)CO1,0.9070641211910697
N=C1CCC(=O)N1,1.6143125449234503
N=C1CCC(=O)O1,1.9896079149530124
N=C1CNC(=O)O1,1.6825739992127637
N=C1COC(=O)N1,1.5866205926195107
N=C1COC(=O)O1,2.1924008932128345
